,cluster,convrs,vec,distance,token
0,0,오토바이 정말 좋은 취미이긴 한데 이게 절대 주가 될 수는 없고 써브가 돼야 돼,"[ 0.08332187  0.03370066  0.02321113 -0.00297551  0.08310653  0.07826859
  0.02625185  0.06091201  0.04549617  0.09543167 -0.02059637  0.05838298
 -0.0542898   0.0934203   0.01473795 -0.02721212 -0.18057147  0.10918707
  0.03065169  0.00825479 -0.02511812  0.00476324  0.06321526 -0.13564716
  0.09727439 -0.0416039   0.07709403  0.07373907  0.01139319  0.07854116
 -0.00228173  0.14174831 -0.04026955  0.09769448  0.00680786 -0.04159764
 -0.00053807  0.05392568  0.01512553 -0.10971116 -0.04784689  0.07065877
 -0.00270778 -0.02057399  0.01674779  0.03846713  0.09264963  0.08936876
  0.03575133  0.0466301   0.04554958  0.07664694 -0.02191964 -0.0034552
  0.07014634  0.06932714 -0.03523074 -0.07804058  0.00531925  0.02266472
 -0.14894071 -0.141914    0.05268632  0.01773153 -0.025084   -0.04876444
  0.18606456 -0.06124522  0.01403105  0.04973593  0.07516458 -0.04381958
 -0.09873965  0.02547086 -0.00788253  0.10222243 -0.07860256  0.1555949
  0.0791982   0.08405411 -0.25916746 -0.11379873 -0.09946385 -0.08920036
  0.06764046  0.06296354  0.16896576  0.11936148 -0.02813322  0.24344791
 -0.13158509 -0.01759759  0.03504895  0.00395579  0.03652083 -0.02289263
 -0.13683367  0.06928094  0.11941983 -0.08007356]",0.3020751730974737,"['오토바이', '취미']"
1,0,오토바이 정말 좋은 취미이긴 한데 이게 절대 주가 될 수는 없고 서브가 돼야 돼,"[ 0.10253903  0.01309586  0.05040593 -0.00450337  0.06222766  0.05482865
  0.02175641  0.08266945  0.0396779   0.14359291  0.00282525  0.04959955
 -0.03252468  0.13380913 -0.03129316 -0.03710888 -0.19699086  0.0989849
  0.02814504  0.01590154  0.01444007 -0.04647086  0.04385834 -0.16682453
  0.06082304 -0.05034798  0.08445718  0.06110667  0.05286151  0.07485062
 -0.01059507  0.1311257   0.00589465  0.12646273  0.01508879 -0.02556852
  0.01047987  0.12120705  0.07471096 -0.16934212 -0.08285753  0.08237512
  0.03019389 -0.00785645  0.05589043  0.0137719   0.05260863  0.08903959
  0.02652508  0.04006526  0.03775163  0.08247364 -0.04582083 -0.01703217
  0.11872624  0.12371092 -0.06716989 -0.02679011  0.02870557 -0.01372857
 -0.13252547 -0.1568875   0.05024125  0.07414609 -0.02701966 -0.05655728
  0.17475675 -0.04369858  0.05391275  0.0614256   0.06674349 -0.06835984
 -0.08199561  0.00268148 -0.04176163  0.11054926 -0.12465568  0.10461906
  0.04968052  0.02168935 -0.26320106 -0.11802452 -0.08751351 -0.02393077
  0.07185104  0.10494594  0.19577833  0.11478612 -0.0086008   0.23428556
 -0.16372252 -0.09238543  0.00522666 -0.04694006  0.03654032  0.05149454
 -0.12908822  0.10581776  0.11514892 -0.10731456]",0.33500476507586396,"['오토바이', '취미', '서브']"
2,0,나는 또 좋아하는 게 오토바이 이런 걸 좋아하는데 너 덕분에 자전거도 입문했어,"[ 0.10862415  0.00295864  0.07302213 -0.06371132  0.09771932  0.08199354
 -0.00278024  0.12633684  0.0833644   0.14085495  0.01070584  0.13128881
 -0.00509709  0.13569596  0.00292658  0.00572472 -0.22736214  0.10442914
  0.03804035  0.05396438  0.03744344 -0.04815039  0.04343232 -0.1825551
  0.10219346 -0.11058874  0.08153866  0.04982105  0.03710584  0.12495794
  0.04145109  0.12789816 -0.01960384  0.14446406  0.01140297 -0.03945497
  0.02148179  0.0830898   0.03514255 -0.10882422 -0.06124999  0.08253714
 -0.03260383  0.04711669  0.05422209 -0.01122832  0.05594008  0.09576467
  0.08871876  0.01129362  0.05593096  0.05461887 -0.02838131 -0.03504181
  0.13220789  0.08267269 -0.07073392 -0.02119775  0.02183624  0.03074974
 -0.21784773 -0.15811694  0.05817246  0.05473335 -0.09242523 -0.09215609
  0.31408477 -0.04886035 -0.02226751  0.03834452  0.07188012 -0.03018091
 -0.07337215  0.0299335  -0.0049478   0.14778598 -0.0891092   0.15282293
  0.0615264   0.10931066 -0.2506226  -0.15108947 -0.14453326 -0.10406365
  0.06305643  0.04810913  0.19057596  0.09139871 -0.06323221  0.3071353
 -0.1586487  -0.03775879  0.02623059 -0.04714351  0.05964977  0.00299235
 -0.19717129  0.06158373  0.11503249 -0.08665346]",0.3929514858508312,"['오토바이', '덕분', '자전거', '입문']"
3,0,자전거는 그래도 삼사백이면 끝나는데 오토바이는  가는 것 같아,"[ 0.0539756   0.00787801  0.03329268 -0.0070957   0.08080214  0.09081394
 -0.00994832  0.07635047  0.06031907  0.10494662 -0.01417972  0.12981707
 -0.01625368  0.09663696  0.02486995 -0.01619198 -0.1818814   0.10429136
  0.03932487  0.02229092 -0.0079703  -0.00521603  0.06527746 -0.15471217
  0.14139125 -0.07604287  0.07183508  0.06119591  0.04250965  0.08324537
  0.05389309  0.13380355 -0.0297449   0.09771533  0.01814442 -0.04931313
  0.00601216  0.04588025 -0.02643764 -0.07719891 -0.03908642  0.0886538
 -0.03879229  0.02405001  0.02047523  0.0455423   0.10656197  0.10007977
  0.07375721  0.0448546   0.03412139  0.06901753  0.0003947  -0.03833292
  0.05800193  0.06615911 -0.09070642 -0.08839085 -0.00450442  0.06045138
 -0.190427   -0.11497357  0.07065455  0.03972821 -0.07260431 -0.10732757
  0.27535075 -0.0608955  -0.06424055  0.03881573  0.05343052 -0.05037249
 -0.06999606  0.07048278  0.00397386  0.1534495  -0.03882931  0.20357318
  0.05918439  0.15714216 -0.27438283 -0.13755794 -0.10703455 -0.16254026
  0.09045127  0.01326602  0.20043327  0.1442206  -0.07640883  0.30874634
 -0.16388534  0.00197333  0.05019803 -0.01026099  0.06838296 -0.06450654
 -0.1764293   0.05845958  0.11712083 -0.07352731]",0.3934990572314063,"['자전거', '끝나', '오토바이']"
4,0,아무튼 너도 기회가 되면 나랑 같이 한번 오도바이를 타보는 것도 좋을 것 같아,"[ 1.02512285e-01  3.44467089e-02  8.13072175e-03 -1.87892206e-02
  1.30573049e-01  6.85289875e-02  4.90738340e-02  6.71649948e-02
  1.24596730e-01  6.10769354e-02 -9.00818501e-03  7.62975439e-02
 -7.00771436e-02  1.65676698e-01  1.35661792e-02 -5.66699915e-03
 -2.03527406e-01  1.48466378e-01  1.23753808e-02  6.99439133e-03
  1.36736315e-02  4.87510115e-02  1.37757063e-01 -1.11328006e-01
  6.45365566e-02  2.51857127e-04  1.09419629e-01  1.23894371e-01
  5.84553853e-02  6.66643083e-02  4.79470268e-02  9.90585759e-02
 -1.03873732e-02  7.21609890e-02 -2.55224127e-02 -5.46381809e-02
  1.49167969e-03  1.06562831e-01  5.29829301e-02 -2.17713326e-01
 -6.68675452e-02  1.54997200e-01 -8.89842883e-02 -4.73605059e-02
  1.51574975e-02  6.11919835e-02  1.14215136e-01  7.14984611e-02
  3.48359980e-02 -9.19167418e-03  2.98057147e-03  7.13456497e-02
  1.34192072e-02 -2.22204402e-02  1.13191791e-01  6.28396869e-02
  1.94468144e-02 -5.35099693e-02 -4.27380875e-02  7.30064288e-02
 -1.27529562e-01 -1.56722292e-01  2.97423154e-02  3.15211713e-02
 -6.74310997e-02  2.31637824e-02  1.88081369e-01 -6.80207461e-02
  7.22582340e-02  9.96349752e-02  9.63997915e-02 -3.21736634e-02
 -1.49662793e-01 -2.60459390e-02  8.54304992e-03  2.08447516e-01
 -6.59529716e-02  1.42787457e-01  9.15810987e-02  5.61838336e-02
 -2.57438391e-01 -1.73239991e-01 -1.48174912e-01 -5.08736372e-02
  6.78322613e-02  7.80797750e-02  2.79160827e-01  8.30812752e-02
  3.73161025e-03  2.68085629e-01 -1.86739281e-01 -4.29273397e-02
  3.45941000e-02  5.92431203e-02  1.45340279e-01  1.76953748e-02
 -2.09955499e-01  8.42826441e-02  1.64295435e-01 -1.76897764e-01]",0.42207710358341444,"['기회', '바이']"
5,0,나는 오토바이에 대한 관심이 별로 없어서 그냥 고급 취미로 느껴져,"[ 0.04700863  0.04388948  0.01224866 -0.03314963  0.04029712  0.06768513
  0.03143887  0.0342082   0.05884089  0.09389763 -0.03268242  0.06254329
 -0.0737973   0.0791584   0.01519123 -0.06502695 -0.24996015  0.07924728
  0.00706173 -0.04873076 -0.01387289 -0.02877773  0.02699921 -0.20296457
  0.11241296 -0.12419849  0.12192009  0.05055308 -0.04321319  0.0850995
  0.04186027  0.1347642  -0.01681461  0.09559175  0.04390415 -0.02125204
 -0.02293113  0.04274843 -0.06223328 -0.04775091 -0.01414954  0.05385977
 -0.00489853  0.00538555  0.02456843  0.03288155  0.10359612  0.10723342
  0.06264666  0.07956948  0.01109632  0.02682692 -0.02571253 -0.03070983
  0.03303476  0.07192548 -0.06187548 -0.09942397  0.04637268  0.03314066
 -0.13606092 -0.10167302  0.10665311  0.00558393  0.00365598 -0.1108471
  0.22192954 -0.07714462 -0.03996673  0.03360654  0.06003499  0.00571031
 -0.07680386  0.04679749 -0.00629033  0.04370138 -0.07077761  0.13984679
  0.08286668  0.10867826 -0.23018809 -0.1211126  -0.06937066 -0.15116481
  0.02873304  0.01343018  0.14227949  0.12420396 -0.09411834  0.2902927
 -0.1263864  -0.0489889  -0.01044778 -0.04163649  0.01955188 -0.05422269
 -0.17974217  0.08117332  0.03980989 -0.04095076]",0.43281815521662,"['오토바이', '관심', '고급', '취미']"
6,0,나는  대한 관심이 별로 없어서 그냥 고급 취미로 느껴져,"[ 0.0561429   0.05446992  0.00107371 -0.01650266  0.01878013  0.10083822
  0.03829904 -0.00316295  0.12713641  0.19575378  0.00587327  0.0990399
 -0.08189805  0.1151179   0.01995711 -0.13053723 -0.28978375  0.05833292
  0.06792981 -0.09353818 -0.01931387 -0.0105701   0.0108147  -0.19789734
  0.07162921 -0.167127    0.14027444  0.0611695  -0.03171809  0.09099173
  0.10176004  0.18956731  0.03684241  0.13057089  0.04704688 -0.07557047
 -0.0480715   0.12033173 -0.03350173 -0.11494252 -0.02870478  0.08489188
  0.01700655 -0.00762614  0.0403669   0.01772708  0.10986345  0.1336407
  0.05459314  0.12167419  0.01363861  0.00951662 -0.01008747 -0.06703279
  0.03425763  0.1178382  -0.09773691 -0.07230087  0.04905043  0.01481409
 -0.10436868 -0.0897884   0.09278294  0.08498316  0.02506944 -0.10944126
  0.24117142 -0.06519639 -0.06307498  0.0640236   0.03700227 -0.02411461
 -0.09741428 -0.01273308 -0.02506423  0.01067618 -0.08336374  0.12423003
  0.08847731  0.08315876 -0.19783936 -0.09352839 -0.04282416 -0.13000804
  0.04015535  0.01764318  0.16642089  0.13594413 -0.1042458   0.29276755
 -0.12191008 -0.08126511 -0.09877946 -0.05502071  0.0728748   0.02008576
 -0.2293597   0.13347602  0.03203332 -0.02911828]",0.4366793700128477,"['관심', '고급', '취미']"
7,0,자전거는 그래도 삼사백이면 끝나는데 오도바이는 천단위까지도 가는 것 같아,"[ 1.30577579e-01 -3.57977301e-02  4.53348979e-02 -1.38996951e-02
  9.61427838e-02  9.19647738e-02  6.09463975e-02  1.38769582e-01
  1.31928325e-01  1.54157147e-01  3.69511992e-02  9.69074517e-02
 -3.98477018e-02  1.63418025e-01 -4.76930151e-03 -1.88486688e-02
 -2.75009155e-01  1.39561161e-01  2.46944343e-04  1.91300288e-02
  7.60199279e-02 -4.94731404e-02  7.08107650e-02 -1.86466023e-01
  7.73323923e-02 -8.93159807e-02  1.45897537e-01  9.21127498e-02
  5.98657317e-02  7.13804439e-02  3.12059782e-02  1.33332014e-01
  3.88606265e-02  1.54335052e-01  2.76697753e-03 -4.21921723e-02
  2.97969636e-02  1.20244816e-01  8.18631649e-02 -2.05103070e-01
 -1.21069886e-01  1.46061152e-01 -5.94452024e-02  4.27290536e-02
  4.70699221e-02  1.00945383e-02  6.02519400e-02  1.03982486e-01
  8.15672725e-02 -6.68841554e-03  1.92492008e-02  7.51100108e-02
  6.82133995e-03 -4.16562743e-02  1.64168090e-01  1.06454559e-01
 -8.68045986e-02 -1.27744703e-02  3.12056975e-03  6.27553836e-02
 -1.80547044e-01 -1.98939294e-01  7.93522447e-02  1.08287171e-01
 -1.20005973e-01 -1.14429116e-01  3.03295732e-01 -3.76127623e-02
  5.63028688e-03  4.64054048e-02  7.28831366e-02 -9.53548495e-03
 -8.77877474e-02  4.60296050e-02 -3.42599340e-02  1.71967357e-01
 -1.23321667e-01  1.72812119e-01  7.20295385e-02  1.01434983e-01
 -2.72752881e-01 -1.83015734e-01 -1.52183816e-01 -7.42272362e-02
  5.80097623e-02  9.36885253e-02  3.03926200e-01  1.33963987e-01
 -3.39789353e-02  3.48575026e-01 -2.32234269e-01 -1.19234890e-01
  2.65517179e-02 -3.82521078e-02  8.71451348e-02  2.22421344e-02
 -2.24549979e-01  1.26030207e-01  1.57987162e-01 -1.74958289e-01]",0.4548362410473774,"['자전거', '끝나', '바이', '단위']"
8,0,나는 오도바이에 대한 관심이 별로 없어서 그냥 고급 취미로 느껴져,"[ 7.39693567e-02  7.56741762e-02 -2.23977249e-02 -2.68105716e-02
  9.05587748e-02  1.01375274e-01  4.99978624e-02  2.63584964e-02
  1.33600384e-01  7.23039657e-02 -3.88839133e-02  9.07648280e-02
 -8.52242634e-02  8.38176608e-02  2.34263930e-02 -7.86235929e-02
 -3.19617420e-01  1.14649162e-01  4.42927331e-03 -5.90911098e-02
 -4.07706760e-02  5.95015474e-03  5.17258681e-02 -2.37425581e-01
  1.11753911e-01 -9.90844667e-02  1.69110522e-01  9.36309844e-02
 -5.84648997e-02  7.37439394e-02  9.44737718e-02  1.83281243e-01
  4.83644195e-03  1.09792441e-01  4.18492965e-02 -6.20865673e-02
 -2.26656403e-02  8.80662277e-02 -6.01787195e-02 -9.15345997e-02
 -3.79893444e-02  9.92517471e-02 -5.05140088e-02 -1.87822375e-02
 -4.73468611e-03  6.92956820e-02  1.65814281e-01  1.06116585e-01
  7.98540190e-02  8.90200660e-02 -1.97237963e-03 -1.34143408e-03
 -8.45184177e-03 -2.30448111e-03  2.41111685e-02  8.27863663e-02
 -7.35907704e-02 -1.14397779e-01 -2.26582563e-03  5.60087748e-02
 -1.63903311e-01 -1.24675453e-01  1.20468065e-01  1.68561880e-02
  8.03812128e-03 -5.58915809e-02  2.44143546e-01 -1.02586344e-01
 -2.74374019e-02  8.51930976e-02  6.33635521e-02  9.19492543e-03
 -1.15884960e-01  1.03343169e-04  3.45410255e-04  7.96227381e-02
 -5.40134162e-02  1.81644589e-01  1.35502070e-01  1.33405104e-01
 -2.87796050e-01 -1.82467774e-01 -8.23162645e-02 -1.92047775e-01
  2.28999723e-02  2.95963371e-03  2.03045249e-01  1.64777011e-01
 -1.12056203e-01  3.47752541e-01 -1.62834972e-01 -2.39177775e-02
 -2.06024889e-02 -1.66860018e-02  6.61589429e-02 -6.16688952e-02
 -2.37654358e-01  9.05638263e-02  6.38425425e-02 -7.09583983e-02]",0.46235717530140913,"['오도', '바이', '관심', '고급', '취미']"
9,0,차에 치이니까 오토바이에 타고 있던 사람이 으로 붕 뜨잖아요,"[ 0.13544194  0.00866134  0.01036184 -0.01802179  0.18035337  0.12997729
  0.05458599  0.09936346  0.10089844  0.15489693  0.04265074  0.10805189
  0.00908503  0.15182486  0.04312812 -0.06208471 -0.2537944   0.09237479
  0.06718532  0.06988278 -0.02975079  0.00358269  0.06548566 -0.17590109
  0.1011356  -0.03841193  0.11186302  0.07199007  0.12909986  0.12911378
  0.04605951  0.21348129 -0.02291569  0.1671609  -0.00648006  0.00856334
  0.00131299  0.11229251  0.10745642 -0.18950225 -0.06580068  0.05322138
 -0.03860926 -0.03807236  0.05097111  0.06785821  0.20052579  0.0780598
  0.03511241  0.04302275  0.05431903  0.09450107  0.01579517 -0.02253943
  0.09510579  0.0822951  -0.04825196 -0.07397848 -0.02878613  0.0660663
 -0.16116808 -0.14272664  0.03655527  0.05033534 -0.08090946  0.00770045
  0.2689345  -0.04313856  0.08885265  0.11438829  0.08229335 -0.06799173
 -0.07030453  0.01136473 -0.01514618  0.12007786 -0.09641971  0.21483438
  0.08103305  0.07549949 -0.355704   -0.14416033 -0.14642122 -0.07872197
  0.15960696  0.08086197  0.28333762  0.21863551 -0.02747779  0.28016552
 -0.12194857  0.04234254  0.06227643  0.01781601  0.08378141 -0.01200949
 -0.19126351  0.08760427  0.14335936 -0.10218243]",0.4629387138826314,"['치이', '오토바이', '사람']"
