,cluster,convrs,vec,distance,token
0,0,당신이 골프 조금 친다고 당장에 우리 집이 어떻게 되는 것도 아니라고,"[-0.27614543 -0.02883621 -0.02461122  0.0512519  -0.07544371 -0.00129225
  0.03087764  0.07585137 -0.0045851   0.03184419  0.08585937  0.06456845
 -0.17590883  0.02798751 -0.10138074 -0.00934091 -0.08572266  0.00154182
  0.08726614  0.11889725  0.17663006  0.03897561  0.10066449 -0.061585
  0.0850934   0.04768005 -0.1581835  -0.02599156 -0.02914136 -0.14421123
  0.03444565  0.00932118  0.05201679  0.00034442 -0.01824286  0.10313473
  0.1083066   0.00758279  0.02328278 -0.00354343 -0.02384157 -0.0474681
  0.12576695  0.11191107 -0.00625798  0.04062409 -0.06778668 -0.08152208
  0.1457014   0.04111153 -0.07267454  0.08547917 -0.00072302 -0.12940525
 -0.04780215 -0.0740371   0.03633916  0.04337126  0.01037396  0.03441029
  0.0350781   0.0448664  -0.00684058 -0.12421963 -0.10817248  0.03746764
 -0.04786868 -0.07141177 -0.0447877  -0.01359949 -0.05515419  0.11383893
 -0.06844392  0.00156271  0.04215511 -0.07755646 -0.04417863  0.00342708
  0.03378191 -0.05527761 -0.06790213  0.07864375  0.08535817  0.15618786
  0.1179117   0.04253173 -0.08364489  0.06890491 -0.09291361 -0.00554853
  0.05517194 -0.120727   -0.10358994 -0.00276164 -0.09013026  0.20041822
  0.28043997  0.07789978 -0.10093595  0.1221732 ]",0.21839181364706226,"['골프', '당장']"
1,0,그래서 어제 봤던 사람도 이년 반밖에 안 됐는데 친구들이랑 가면,"[-0.2501706  -0.06191986 -0.0415768   0.03889441 -0.10990474 -0.01839937
 -0.00044532  0.13060445 -0.02877531  0.02474099  0.07367988  0.04219227
 -0.16089967 -0.0074019  -0.09702542  0.02534369 -0.07820387  0.00701264
  0.11777194  0.08244444  0.15992741  0.02714619  0.08771902 -0.03682591
  0.05410359  0.01666993 -0.11519936  0.00638453 -0.03927572 -0.11190838
 -0.01154061  0.03916656  0.06549865  0.03437317 -0.00935677  0.0770932
  0.06344228  0.01334013  0.06892918 -0.01008708 -0.01446992 -0.09372716
  0.10831047  0.08709369 -0.04986396 -0.01015946 -0.0698472  -0.1046438
  0.05590325  0.05645095 -0.04779578  0.096506    0.01259474 -0.11852823
 -0.03193    -0.12824173 -0.02308892 -0.00176136 -0.02203607  0.03531314
  0.03806203  0.0556399  -0.00442289 -0.11629628 -0.13838142 -0.00323016
 -0.05976987 -0.10067736 -0.01601006  0.0254327  -0.04321705  0.06206795
 -0.0484982   0.0035884   0.0408106  -0.0532098  -0.08929905  0.00148482
 -0.01121864 -0.0493281  -0.0156082   0.04322757  0.06535409  0.11251881
  0.09148975  0.02404816 -0.04105211  0.0413905  -0.08462952  0.00903628
  0.01720225 -0.12509957 -0.06626848 -0.04200303 -0.11581568  0.18263613
  0.20692322  0.06481758 -0.06594345  0.15033501]",0.21962400346111305,"['사람', '친구']"
2,0,나는 친구 믿고서는 하여튼 열심히 해 갖고 같이 한 번 나가 보자고,"[-0.23151135 -0.0246535  -0.05627312  0.04122099 -0.10331485 -0.02487419
 -0.00764041  0.1412165  -0.0298718   0.02994691  0.08992921  0.04705205
 -0.1774529   0.00032203 -0.12910272  0.0235217  -0.06923111 -0.04050704
  0.1253261   0.06656893  0.16625965  0.03403868  0.08517729 -0.04552083
  0.04836417  0.03116279 -0.13535221 -0.00206452 -0.0415486  -0.13344921
  0.00791121  0.05984014  0.0781069   0.02821028 -0.00587642  0.079205
  0.07407966  0.00095236  0.079939   -0.0159443  -0.00342137 -0.07504376
  0.09595318  0.08347438 -0.03718293 -0.00025933 -0.05277995 -0.09206189
  0.10055289  0.07521062 -0.03765323  0.08647     0.01498869 -0.11831569
 -0.04878371 -0.10279199 -0.01842107  0.00116571 -0.03503284  0.04349058
  0.00589324  0.055467   -0.01150521 -0.0905025  -0.13125919 -0.00396324
 -0.06705304 -0.08315235 -0.03067822  0.03913371 -0.049401    0.05981037
 -0.04451273 -0.0330467   0.05066939 -0.06259656 -0.06780203  0.01234045
  0.0071121  -0.03770922 -0.01973777  0.05504256  0.08541627  0.08341024
  0.08000471  0.05759005 -0.0637306   0.02677307 -0.10380466  0.01922785
  0.01916684 -0.09349434 -0.0745134  -0.03256201 -0.10678878  0.19482443
  0.21320195  0.06649025 -0.0690098   0.13969393]",0.22961359370229634,['친구']
3,0,그러면 집에 왔던 차림으로 가면 되는데  골프는 옷을 갖춰야 돼,"[-2.85919309e-01 -2.83925869e-02 -3.09514273e-02  6.70619383e-02
 -8.48544613e-02 -1.18225710e-02  8.74417648e-03  6.79805949e-02
  9.58592107e-04  3.70559879e-02  9.13088545e-02  5.80703467e-02
 -1.86794296e-01  4.42725383e-02 -1.20418034e-01 -1.79413948e-02
 -7.89014101e-02 -2.75697396e-03  1.08222507e-01  1.16347343e-01
  1.70594975e-01  3.16771716e-02  1.15414329e-01 -6.81852326e-02
  8.06467161e-02  5.40957004e-02 -1.62433952e-01 -2.19602268e-02
 -1.99317411e-02 -1.41735122e-01  4.51008044e-02  1.18031772e-02
  4.68866564e-02 -1.26248575e-03 -3.01143248e-03  1.22677103e-01
  1.25742033e-01  1.41750323e-03  4.47834395e-02 -2.20630970e-03
 -3.67134102e-02 -4.00777049e-02  1.24149315e-01  9.49137583e-02
 -2.03658249e-02  4.49096933e-02 -7.45646507e-02 -9.79358852e-02
  1.48182154e-01  5.16207330e-02 -8.61227661e-02  8.89093131e-02
  8.74979794e-03 -1.34935528e-01 -3.94715108e-02 -7.39997849e-02
  3.83022614e-02  2.95617525e-02  5.10877511e-03  5.58973067e-02
  3.11239827e-02  4.98387218e-02 -1.54565424e-02 -1.20989732e-01
 -1.24914519e-01  4.21192646e-02 -4.34809551e-02 -7.56244063e-02
 -4.53408770e-02 -2.08636336e-02 -6.57820553e-02  1.19166985e-01
 -6.45973012e-02 -1.19795070e-04  4.32998762e-02 -6.75321445e-02
 -2.33399849e-02  1.09536713e-02  1.92965548e-02 -5.16665652e-02
 -6.85364828e-02  9.27753150e-02  9.05949250e-02  1.54024005e-01
  1.14905812e-01  5.93302101e-02 -9.58066955e-02  5.05212322e-02
 -1.06786229e-01  5.85319521e-03  6.41208664e-02 -1.19627371e-01
 -1.10453933e-01  2.77913129e-03 -9.13790986e-02  1.96490884e-01
  3.02184254e-01  9.14065465e-02 -1.08376771e-01  1.13307029e-01]",0.24279699906509156,"['차림', '골프']"
4,0,우리가 공유할 수 있는 걸 하면 좋겠어 나는 골프를 하고 싶은 생각이 없거든,"[-2.80191034e-01 -3.98695320e-02 -1.71061885e-02  8.49382356e-02
 -9.11789984e-02 -1.93778537e-02  2.86502298e-02  9.86147895e-02
 -4.42910474e-03  4.22439910e-02  1.09854251e-01  4.04267646e-02
 -1.84297532e-01  4.02737297e-02 -1.49283767e-01 -1.21279219e-02
 -8.48641917e-02 -1.04958825e-02  1.23738356e-01  1.19086698e-01
  1.66296184e-01  1.71662923e-02  1.31274268e-01 -6.65018260e-02
  7.51206949e-02  4.94602025e-02 -1.68713927e-01 -1.70112047e-02
 -5.95761687e-02 -1.58956140e-01  5.61615564e-02  2.40596030e-02
  4.58802022e-02  3.21389288e-02 -1.85812637e-03  1.23425931e-01
  1.26534045e-01  1.10515086e-02  2.26171631e-02  5.86596411e-03
 -4.42583933e-02 -6.12408109e-02  1.30969018e-01  1.04979075e-01
  7.80567992e-04  5.35830185e-02 -7.78332651e-02 -1.09074123e-01
  1.32638857e-01  5.38027361e-02 -7.57575780e-02  8.55213553e-02
 -7.38914404e-03 -1.44015580e-01 -5.03430404e-02 -7.96423778e-02
  1.80772152e-02  2.97258664e-02 -2.49502845e-02  5.16545288e-02
  5.18355444e-02  3.47226523e-02 -1.49897933e-02 -1.43978938e-01
 -1.25189140e-01  6.06635120e-03 -3.36034819e-02 -8.60058367e-02
 -4.26167287e-02  1.13931829e-02 -5.22863641e-02  9.63399485e-02
 -5.88117726e-02 -8.67268187e-04  3.11245229e-02 -7.48282447e-02
 -2.74079219e-02  9.29036923e-03  1.64505728e-02 -4.18772250e-02
 -1.00530483e-01  1.03117831e-01  1.10271946e-01  1.56099081e-01
  1.48956493e-01  4.95240949e-02 -7.93608502e-02  4.53057848e-02
 -8.53284076e-02 -4.10012253e-05  5.94309755e-02 -1.41833082e-01
 -9.48767737e-02 -2.36349124e-02 -9.47152674e-02  2.04762846e-01
  2.94643074e-01  7.99187720e-02 -1.04224242e-01  1.21967860e-01]",0.2469916254767207,"['공유', '골프', '생각']"
5,0,친구들한테 한번 알아봐요 나도 골프 한번 해 보려고 한다  뭐부터 해야 되냐,"[-0.28447115 -0.04239077 -0.07587522  0.01594629 -0.08389845 -0.02284086
  0.00087338  0.13840075 -0.02545498  0.03885414  0.09405823  0.07308936
 -0.1518602  -0.01958181 -0.06785717  0.02313033 -0.05697444  0.01626168
  0.10329428  0.10463151  0.18667655  0.03584662  0.07804799 -0.03264368
  0.05658774  0.00525722 -0.10241921  0.00092152 -0.02154513 -0.12573256
 -0.01589719  0.04122395  0.08675434  0.02848785 -0.02785635  0.07559344
  0.06635665 -0.01793407  0.06956332 -0.03137184  0.00765629 -0.09243289
  0.12513177  0.08349058 -0.03338722  0.00106001 -0.07163385 -0.11638679
  0.09590654  0.04485732 -0.06290043  0.10749329  0.01113448 -0.10945399
 -0.01392695 -0.14108518 -0.00330259 -0.00298263 -0.02383178  0.02934428
  0.03517788  0.07382504  0.02700724 -0.11498362 -0.12356736 -0.00297897
 -0.07726849 -0.08827324 -0.00555949  0.01800697 -0.0533662   0.08415236
 -0.0647283   0.01826567  0.03519727 -0.03600236 -0.10264334 -0.0081025
  0.02588373 -0.04801202 -0.01254816  0.06309549  0.06836719  0.14470813
  0.08413936  0.02735163 -0.05256898  0.05472391 -0.09542693  0.01531351
  0.02297026 -0.09340079 -0.08882045 -0.04899706 -0.10057996  0.20685263
  0.20285107  0.05587498 -0.07342708  0.15826508]",0.2586059256389148,"['친구', '골프']"
6,0,내가 산에 갈 때마다 그 친구가 생각이 나 같이 갈 때가 좋았는데 싶어서,"[-0.21635899 -0.02780277 -0.04603312  0.02495591 -0.10715674 -0.02148286
  0.00052597  0.14407022 -0.02263921  0.0342718   0.07557928  0.05512374
 -0.17486973 -0.01419233 -0.11628618  0.03178255 -0.06311723 -0.03678031
  0.13706623  0.06863655  0.1569262   0.03531451  0.07364496 -0.04382491
  0.05362057  0.02388523 -0.12929061  0.01244278 -0.0513667  -0.15109698
  0.01787786  0.05046148  0.07666186  0.03545004 -0.01051141  0.06093963
  0.06278342  0.00445605  0.07698057 -0.00383553  0.0030147  -0.10531554
  0.09569274  0.08767062 -0.04865587 -0.00393744 -0.03750188 -0.0802787
  0.09275789  0.07123096 -0.02765971  0.0822332   0.00855034 -0.13853481
 -0.06028988 -0.13110574 -0.01127227 -0.00140991 -0.04532221  0.02624149
  0.0177673   0.06463853 -0.01809094 -0.11036614 -0.13425538 -0.00960682
 -0.06971414 -0.09457019 -0.02281606  0.03532984 -0.05212207  0.05719841
 -0.06182655 -0.03810166  0.05876778 -0.0593004  -0.06612039  0.00187879
  0.01941127 -0.02247936 -0.0102188   0.05146139  0.09544991  0.08610377
  0.08816972  0.05269156 -0.06809326  0.02069142 -0.08215757  0.029813
  0.01515893 -0.10058181 -0.0702877  -0.04749207 -0.08648635  0.19777156
  0.20237789  0.04548449 -0.07285751  0.15073526]",0.2675330783709769,"['친구', '생각']"
7,0,그래서 골프를 배워 볼까 하고 있는데  어때  한번 골프 배워볼래,"[-0.23955809 -0.02948875 -0.04096308  0.03733632 -0.03820176 -0.01568487
  0.01200548  0.05900606  0.00335215  0.02942477  0.0808029   0.05588808
 -0.1118039   0.01071118 -0.04710453 -0.01525438 -0.05832615  0.0480389
  0.06071719  0.11292125  0.12997876  0.02084939  0.08413448 -0.02696491
  0.05868507  0.01482409 -0.07583342 -0.0295821  -0.00126211 -0.08375666
  0.0175826  -0.0017364   0.04873734  0.00772481 -0.00511515  0.08933371
  0.06588857 -0.00642762  0.01775508 -0.01058268 -0.02300015 -0.03529719
  0.11063028  0.05894036 -0.00217348  0.03090728 -0.06333212 -0.1056409
  0.09420061  0.0171605  -0.07381274  0.05877404  0.00179392 -0.08264952
  0.01766746 -0.06077256  0.02670917  0.02420616  0.00404275  0.03509733
  0.04419035  0.05556292  0.03417017 -0.10030638 -0.07761366  0.03840575
 -0.03544694 -0.05489413 -0.00557379 -0.01908518 -0.02867758  0.0908714
 -0.05765512  0.04770047  0.01777336 -0.03672821 -0.04324804  0.0015374
  0.02591161 -0.04331616 -0.05813233  0.07729913  0.0459775   0.15288179
  0.09176303  0.02813539 -0.0458655   0.06235878 -0.07224023 -0.01056223
  0.05024392 -0.08504444 -0.08225586 -0.01417357 -0.07610316  0.14585944
  0.20148171  0.04349661 -0.07295049  0.09090068]",0.279424581702402,"['골프', '골프']"
8,0,그래서 주말마다 골프를 배워보는 것도 참 좋을 것 같다는 생각을 해봤어,"[-2.68418789e-01 -4.38854285e-02 -9.06606913e-02  7.89848715e-02
 -6.12885058e-02 -2.82699913e-02 -2.76777265e-03  1.20330095e-01
  2.18980275e-02  8.75304714e-02  8.62339363e-02  4.63948660e-02
 -1.62102297e-01  2.67618224e-02 -1.46478012e-01  7.94685259e-03
 -8.14501271e-02  4.59978096e-02  1.20882124e-01  1.34744897e-01
  1.20683178e-01  4.33932953e-02  1.24896541e-01 -4.59399298e-02
  4.65798192e-02 -2.65090959e-04 -8.74481499e-02 -2.59947088e-02
 -4.82331589e-02 -1.64218307e-01  9.93228108e-02  1.87253766e-02
  6.71589822e-02  6.04661368e-02 -2.25438699e-02  9.24574584e-02
  5.03521226e-02  2.93306895e-02  3.56685668e-02  6.68745190e-02
 -4.69050221e-02 -1.30580097e-01  1.01869829e-01  6.80839643e-02
 -1.78608876e-02  4.58547883e-02 -5.99530637e-02 -1.37932003e-01
  8.41654837e-02  8.17950442e-02 -5.57529256e-02  5.41201904e-02
  7.38079324e-02 -1.08084090e-01  8.23133718e-03 -1.20707721e-01
  1.49867320e-02  1.72006804e-02 -5.15622571e-02  3.57542299e-02
  3.66728902e-02  9.03882682e-02 -2.29268465e-02 -8.49384144e-02
 -1.49474397e-01  1.76468529e-02 -4.68374193e-02 -1.06120877e-01
 -2.28676223e-03  4.88916375e-02 -3.20372991e-02  5.05057648e-02
 -1.00548185e-01  1.62053723e-02  4.78373244e-02 -5.44605888e-02
 -7.21537620e-02  2.42178012e-02  6.31386042e-02 -1.62157994e-02
 -5.68231940e-02  1.26342133e-01  1.01074845e-01  1.17643073e-01
  1.28777117e-01  2.37812903e-02 -7.55812675e-02  3.35258245e-02
 -6.83417171e-02 -2.27596797e-02  1.51006654e-02 -1.18396133e-01
 -7.66499937e-02 -6.02975264e-02 -8.29486102e-02  1.67409554e-01
  2.33426586e-01  4.11278792e-02 -6.73724189e-02  1.62005946e-01]",0.2841832910977673,"['주말', '골프', '생각']"
9,0,골프도 골프지만 작은 공으로 하는 스포츠가 또 얼마나 많이 있냐고,"[-0.26395196 -0.05951358 -0.07523461  0.03534607 -0.03373138  0.00239435
  0.00171504  0.06004723 -0.02385566  0.05827123  0.07617835  0.03169405
 -0.10353032 -0.01094278 -0.02862666 -0.03771903 -0.07423515  0.06281706
  0.03367913  0.12551633  0.14145607  0.02547599  0.0757195  -0.04146605
  0.05545133  0.02129104 -0.06779639  0.00266853 -0.02651573 -0.07339811
  0.02282231 -0.0213138   0.07528453  0.00313533 -0.02701971  0.08316348
  0.08801319 -0.01946063  0.03330179 -0.00858066 -0.01102479 -0.01112194
  0.11709727  0.05406521 -0.00167912  0.03319063 -0.09900739 -0.12364207
  0.11265984  0.01434392 -0.06409907  0.10192602  0.01037488 -0.10023362
  0.00741568 -0.06484906  0.02913416  0.04231047  0.01486003  0.03491019
  0.02376323  0.05357897  0.06154395 -0.09785366 -0.0534329   0.00857723
 -0.0444948  -0.05635712 -0.01535797 -0.01943586 -0.04343025  0.11406142
 -0.07991906  0.05070699  0.05363286 -0.05409451 -0.04907279  0.00232842
  0.04328283 -0.0355793  -0.06307419  0.08459     0.02608378  0.1520983
  0.07990737  0.01731341 -0.06357647  0.06524062 -0.07107554 -0.00743121
  0.03852576 -0.08697823 -0.08393098 -0.01848233 -0.06615999  0.16198514
  0.20492905  0.04519073 -0.07014591  0.09004355]",0.29079497071627186,"['골프', '골프', '스포츠']"
